#ID = reference ID
#GeneID = EntrezGene ID
#REFSEQ = RefSeq ID
#GB_ACC = GenBank accession number
#Symbol = Gene symbol
#Description = Description
#OMIM = OMIM ID
#chromosome = chromosome number
#map.location = location on the chromosome
ID	GeneID	REFSEQ	GB_ACC	Symbol	Description	OMIM	chromosome	map.location
DAP1_3363	2819	NM_005276 ; NP_005267	NM_005276	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	138420	12	12q12-q13
DAP1_3366	10102	NM_005726 ; NP_005717	NM_005726	TSFM	Ts translation elongation factor, mitochondrial	604723 ; 610505	12	12q13-q14
DAP1_3370	5744	NM_002820 ; NP_002811 ; NM_198964 ; NP_945315 ; NM_198965 ; NP_945316 ; NM_198966 ; NP_945317	NM_002820	PTHLH	parathyroid hormone-like hormone	168470	12	12p12.1-p11.2
DAP1_3375	56034	NM_016205 ; NP_057289	NM_016205	PDGFC	platelet derived growth factor C	608452	4	4q32
DAP1_3377	7476	NM_004625 ; NP_004616	NM_004625	WNT7A	wingless-type MMTV integration site family, member 7A	228930 ; 276820 ; 601570	3	3p25
DAP1_3380	19	NM_005502 ; NP_005493	NM_005502	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	143890 ; 205400 ; 600046 ; 604091	9	9q31.1
DAP1_3381	8395	NM_001031687 ; NP_001026857 ; NM_003558 ; NP_003549	NM_001031687	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	602745	9	9q13
DAP1_3392	4661	NM_004535 ; NP_004526	NM_004535	MYT1	myelin transcription factor 1	600379	20	20q13.33
DAP1_3393	8100	NM_006531 ; NP_006522 ; NM_175605 ; NP_783195	NM_006531	IFT88	intraflagellar transport 88 homolog (Chlamydomonas)	600595	13	13q12.1
DAP1_3397	10610	NM_006456 ; NP_006447	NM_006456	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	610137	17	17q25.1
DAP1_3398	1339	XM_001127854 ; XP_001127854 ; NM_005205 ; NP_005196	XM_001127854	COX6A2	cytochrome c oxidase subunit VIa polypeptide 2	602009	16	16p
DAP1_3399	10203	NM_005795 ; NP_005786	NM_005795	CALCRL	calcitonin receptor-like	114190	2	2q32.1
DAP1_3420	2169	NM_000134 ; NP_000125	NM_000134	FABP2	fatty acid binding protein 2, intestinal	134640	4	4q28-q31
DAP1_3429	9049	NM_003977 ; NP_003968	NM_003977	AIP	aryl hydrocarbon receptor interacting protein	605555	11	11q13.3
DAP1_3435	928	NM_001769 ; NP_001760	NM_001769	CD9	CD9 molecule	143030	12	12p13.3
DAP1_3440	29887	NM_013322 ; NP_037454	NM_013322	SNX10	sorting nexin 10	NA	7	7p15.2
DAP1_3448	9275	NM_001707 ; NP_001698 ; NM_138707 ; NP_619713	NM_001707	BCL7B	B-cell CLL/lymphoma 7B	605846	7	7q11.23
DAP1_3450	7301	NM_006293 ; NP_006284	NM_006293	TYRO3	TYRO3 protein tyrosine kinase	600341	15	15q15.1-q21.1
DAP1_3453	53615	NM_003926 ; NP_003917	NM_003926	MBD3	methyl-CpG binding domain protein 3	603573	19	19p13.3
DAP1_3461	6192	NM_001008 ; NP_000999	NM_001008	RPS4Y1	ribosomal protein S4, Y-linked 1	470000	Y	Yp11.3
DAP1_3463	6664	XM_001128542 ; XP_001128542 ; NM_003108 ; NP_003099	XM_001128542	SOX11	SRY (sex determining region Y)-box 11	600898	2	2p25
DAP1_3465	528	NM_001007254 ; NP_001007255 ; NM_001695 ; NP_001686	NM_001007254	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	603097	8	8q22.3
DAP1_3468	27098	NM_014410 ; NP_055225 ; NM_199167 ; NP_954636	NM_014410	CLUL1	clusterin-like 1 (retinal)	NA	18	18p11.32
DAP1_3470	518	NM_001002258 ; NP_001002258 ; NM_001689 ; NP_001680	NM_001002258	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	602736	2	2q31.1
DAP1_3478	6603	NM_003077 ; NP_003068	NM_003077	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	601736	17	17q23-q24
DAP1_3479	10024	NM_005480 ; NP_005471	NM_005480	TROAP	trophinin associated protein (tastin)	603872	12	12q13.12
DAP1_3481	5682	NM_002786 ; NP_002777 ; NM_148976 ; NP_683877	NM_002786	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	602854	11	11p15.1
DAP1_3482	26999	NM_001037332 ; NP_001032409 ; NM_001037333 ; NP_001032410 ; NM_014376 ; NP_055191	NM_001037332	CYFIP2	cytoplasmic FMR1 interacting protein 2	606323	5	5q33.3
DAP1_3484	3594	NM_005535 ; NP_005526 ; NM_153701 ; NP_714912	NM_005535	IL12RB1	interleukin 12 receptor, beta 1	209950 ; 601604	19	19p13.1
DAP1_3487	8518	NM_003640 ; NP_003631	NM_003640	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	223900 ; 603722	9	9q31
DAP1_3489	4332	NM_002432 ; NP_002423	NM_002432	MNDA	myeloid cell nuclear differentiation antigen	159553	1	1q22
DAP1_3493	2560	NM_000812 ; NP_000803	NM_000812	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	137190	4	4p12
DAP1_3495	847	NM_001752 ; NP_001743	NM_001752	CAT	catalase	115500	11	11p13
DAP1_3497	6770	NM_000349 ; NP_000340 ; NM_001007243 ; NP_001007244	NM_000349	STAR	steroidogenic acute regulator	201710 ; 600617	8	8p11.2
DAP1_3498	2077	NM_006494 ; NP_006485	NM_006494	ERF	Ets2 repressor factor	NA	19	19q13
DAP1_3500	886	NM_000730 ; NP_000721	NM_000730	CCKAR	cholecystokinin A receptor	118444	4	4p15.1-p15.2
DAP1_3501	23026	NM_015011 ; NP_055826	NM_015011	MYO16	myosin XVI	NA	13	13q33.3
DAP1_3503	7366	NM_001076 ; NP_001067	NM_001076	UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15	600069	4	4q13
DAP1_3510	3757	NM_000238 ; NP_000229 ; NM_172056 ; NP_742053 ; NM_172057 ; NP_742054	NM_000238	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	152427 ; 609620	7	7q35-q36
DAP1_3515	414	NM_001669 ; NP_001660 ; NM_009589 ; NP_033667	NM_001669	ARSD	arylsulfatase D	300002	X	Xp22.3
DAP1_3517	11083	NM_022105 ; NP_071388 ; NM_033081 ; NP_149072 ; NM_080796 ; NP_542986 ; NM_080797 ; NP_542987	NM_022105	DIDO1	death inducer-obliterator 1	604140	20	20q13.33
DAP1_3518	6305	NM_002972 ; NP_002963	NM_002972	SBF1	SET binding factor 1	603560	22	22q13.33
DAP1_3520	683	NM_004334 ; NP_004325	NM_004334	BST1	bone marrow stromal cell antigen 1	600387	4	4p15
DAP1_3523	1998	NM_006874 ; NP_006865 ; NM_201999 ; NP_973728	NM_006874	ELF2	E74-like factor 2 (ets domain transcription factor)	NA	4	4q28
DAP1_3526	10951	NM_006807 ; NP_006798	NM_006807	CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	604511	17	17q
DAP1_3533	10979	NM_006832 ; NP_006823	NM_006832	PLEKHC1	pleckstrin homology domain containing, family C (with FERM domain) member 1	607746	14	14q22.2
DAP1_3534	1491	NM_001902 ; NP_001893 ; NM_153742 ; NP_714964	NM_001902	CTH	cystathionase (cystathionine gamma-lyase)	219500 ; 607657	1	1p31.1
DAP1_3536	27258	NM_014463 ; NP_055278	NM_014463	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	607283	3	3p25.1
DAP1_3539	5624	NM_000312 ; NP_000303	NM_000312	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	176860	2	2q13-q14
DAP1_3541	2205	NM_002001 ; NP_001992	NM_002001	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	147140	1	1q23
DAP1_3561	1365	NM_001306 ; NP_001297	NM_001306	CLDN3	claudin 3	602910	7	7q11.23
DAP1_3562	8910	NM_003919 ; NP_003910	NM_003919	SGCE	sarcoglycan, epsilon	159900 ; 604149	7	7q21-q22
DAP1_3569	9058	NM_003984 ; NP_003975	NM_003984	SLC13A2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	604148	17	17p13.2
DAP1_3574	6588	NM_003063 ; NP_003054	NM_003063	SLN	sarcolipin	602203	11	11q22-q23
DAP1_3582	733	NM_000606 ; NP_000597	NM_000606	C8G	complement component 8, gamma polypeptide	120930	9	9q34.3
DAP1_3588	5422	NM_016937 ; NP_058633	NM_016937	POLA1	polymerase (DNA directed), alpha 1	312040	X	Xp22.1-p21.3
DAP1_3592	7844	NM_005667 ; NP_005658	NM_005667	RNF103	ring finger protein 103	602507	2	2p11.2
DAP1_3606	6137	NM_000977 ; NP_000968 ; NM_033251 ; NP_150254	NM_000977	RPL13	ribosomal protein L13	113703	16	16q24.3 ; 17p11.2
DAP1_3608	2354	NM_006732 ; NP_006723	NM_006732	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	164772	19	19q13.32
DAP1_3619	1584	NM_000497 ; NP_000488 ; NM_001026213 ; NP_001021384	NM_000497	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1	103900 ; 202010 ; 610613	8	8q21
DAP1_3624	2950	NM_000852 ; NP_000843	NM_000852	GSTP1	glutathione S-transferase pi	134660	11	11q13
DAP1_3625	2517	NM_000147 ; NP_000138	NM_000147	FUCA1	fucosidase, alpha-L- 1, tissue	230000	1	1p34
DAP1_3630	6297	; NM_005407 ; NP_005398	NM_005407	SALL2	sal-like 2 (Drosophila)	602219	14	14q11.1-q12
DAP1_3632	89874	NM_030631 ; NP_085134	NM_030631	SLC25A21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	607571	14	14q11.2
DAP1_3633	10573	NM_006428 ; NP_006419	NM_006428	MRPL28	mitochondrial ribosomal protein L28	604853	16	16p13.3
DAP1_3640	6184	NM_002950 ; NP_002941	NM_002950	RPN1	ribophorin I	180470	3	3q21.3
DAP1_3648	2281	NM_004116 ; NP_004107 ; NM_054033 ; NP_473374	NM_004116	FKBP1B	FK506 binding protein 1B, 12.6 kDa	600620	2	2p23.3
DAP1_3670	11065	NM_007019 ; NP_008950 ; NM_181799 ; NP_861515 ; NM_181800 ; NP_861516 ; NM_181801 ; NP_861517 ; NM_181802 ; NP_861518 ; NM_181803 ; NP_861519	NM_007019	UBE2C	ubiquitin-conjugating enzyme E2C	605574	20	20q13.12
DAP1_3676	51754	NM_001042589 ; NP_001036054 ; NM_001042590 ; NP_001036055 ; NM_016446 ; NP_057530	NM_001042589	C9orf127	chromosome 9 open reading frame 127	NA	9	9p13.3
DAP1_3677	5087	NM_002585 ; NP_002576	NM_002585	PBX1	pre-B-cell leukemia homeobox 1	176310	1	1q23
DAP1_3686	6340	NM_001039 ; NP_001030	NM_001039	SCNN1G	sodium channel, nonvoltage-gated 1, gamma	177200 ; 264350 ; 600761	16	16p12
DAP1_3690	3556	NM_002182 ; NP_002173 ; NM_134470 ; NP_608273	NM_002182	IL1RAP	interleukin 1 receptor accessory protein	602626	3	3q28
DAP1_3693	483	XM_001133533 ; XP_001133533 ; XM_001133534 ; XP_001133534 ; NM_001679 ; NP_001670	XM_001133533	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	601867	3	3q23
DAP1_3694	2771	NM_002070 ; NP_002061	NM_002070	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	139360 ; 192605	3	3p21
DAP1_3695	2199	NM_001004019 ; NP_001004019 ; NM_001998 ; NP_001989	NM_001004019	FBLN2	fibulin 2	135821	3	3p25.1
DAP1_3697	7514	NM_003400 ; NP_003391	NM_003400	XPO1	exportin 1 (CRM1 homolog, yeast)	602559	2	2p16
DAP1_3704	1806	NM_000110 ; NP_000101	NM_000110	DPYD	dihydropyrimidine dehydrogenase	274270	1	1p22
DAP1_3706	5209	NM_004566 ; NP_004557	NM_004566	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	605319	10	10p14-p15
DAP1_3709	10460	NM_006342 ; NP_006333	NM_006342	TACC3	transforming, acidic coiled-coil containing protein 3	605303	4	4p16.3
DAP1_3711	1297	NM_001851 ; NP_001842 ; NM_078485 ; NP_511040	NM_001851	COL9A1	collagen, type IX, alpha 1	120210	6	6q12-q14
DAP1_3712	6857	NM_005639 ; NP_005630	NM_005639	SYT1	synaptotagmin I	185605	12	12cen-q21
DAP1_3718	1628	NM_001352 ; NP_001343	NM_001352	DBP	D site of albumin promoter (albumin D-box) binding protein	124097	19	19q13.3
DAP1_3722	60	NM_001101 ; NP_001092	NM_001101	ACTB	actin, beta	102630	7	7p15-p12
DAP1_3725	2926	NM_002092 ; NP_002083	NM_002092	GRSF1	G-rich RNA sequence binding factor 1	604851	4	4q13
DAP1_3726	2778	NM_000516 ; NP_000507 ; NM_001077488 ; NP_001070956 ; NM_001077489 ; NP_001070957 ; NM_001077490 ; NP_001070958 ; NM_016592 ; NP_057676 ; NM_080425 ; NP_536350 ; NM_080426 ; NP_536351 ; NR_003259	NM_000516	GNAS	GNAS complex locus	102200 ; 103580 ; 139320 ; 166350 ; 174800 ; 603233	20	20q13.3
DAP1_3730	191	NM_000687 ; NP_000678	NM_000687	AHCY	S-adenosylhomocysteine hydrolase	180960	20	20cen-q13.1
DAP1_3734	409	NM_004313 ; NP_004304 ; NM_199004 ; NP_945355	NM_004313	ARRB2	arrestin, beta 2	107941	17	17p13
DAP1_3736	273	NM_001635 ; NP_001626 ; NM_139316 ; NP_647477	NM_001635	AMPH	amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen)	600418	7	7p14-p13
DAP1_3737	2002	NM_005229 ; NP_005220	NM_005229	ELK1	ELK1, member of ETS oncogene family	311040	X	Xp11.2
DAP1_3740	1606	NM_001345 ; NP_001336 ; NM_201444 ; NP_958852 ; NM_201445 ; NP_958853 ; NM_201554 ; NP_963848	NM_001345	DGKA	diacylglycerol kinase, alpha 80kDa	125855	12	12q13.3
DAP1_3741	27299	NM_014479 ; NP_055294	NM_014479	ADAMDEC1	ADAM-like, decysin 1	606393	8	8p21.2
DAP1_3746	4130	NM_002373 ; NP_002364	NM_002373	MAP1A	microtubule-associated protein 1A	600178	15	15q13-qter
DAP1_3752	2527	NM_002034 ; NP_002025	NM_002034	FUT5	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)	136835	19	19p13.3
DAP1_3777	9188	NM_004728 ; NP_004719	NM_004728	DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	606357	10	10q21
DAP1_3778	103	NM_001025107 ; NP_001020278 ; NM_001111 ; NP_001102 ; NM_015840 ; NP_056655 ; NM_015841 ; NP_056656	NM_001025107	ADAR	adenosine deaminase, RNA-specific	127400 ; 601059	1	1q21.1-q21.2
DAP1_3780	10125	NM_005739 ; NP_005730	NM_005739	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	603962	15	15q15
DAP1_3783	5662	NM_002779 ; NP_002770	NM_002779	PSD	pleckstrin and Sec7 domain containing	602327	10	10q24
DAP1_3789	4534	NM_000252 ; NP_000243	NM_000252	MTM1	myotubularin 1	300415 ; 310400	X	Xq28
DAP1_3790	3814	NM_002256 ; NP_002247	NM_002256	KISS1	KiSS-1 metastasis-suppressor	603286	1	1q32
DAP1_3800	4920	NM_004560 ; NP_004551	NM_004560	ROR2	receptor tyrosine kinase-like orphan receptor 2	113000 ; 268310 ; 602337	9	9q22
DAP1_3804	6508	NM_005070 ; NP_005061 ; NM_201574 ; NP_963868	NM_005070	SLC4A3	solute carrier family 4, anion exchanger, member 3	106195	2	2q36
DAP1_3805	5452	NM_002698 ; NP_002689	NM_002698	POU2F2	POU domain, class 2, transcription factor 2	164176	19	19q13.2
DAP1_3810	1633	NM_000788 ; NP_000779	NM_000788	DCK	deoxycytidine kinase	125450	4	4q13.3-q21.1
DAP1_3811	2124	NM_006495 ; NP_006486	NM_006495	EVI2B	ecotropic viral integration site 2B	158381	17	17q11.2
DAP1_3814	81893	NR_002593	NR_002593	SLC7A5P1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 pseudogene 1	NA	16	16p11.2
DAP1_3824	2662	NM_004962 ; NP_004953	NM_004962	GDF10	growth differentiation factor 10	601361	10	10q11.22
DAP1_3826	6950	NM_001008897 ; NP_001008897 ; NM_030752 ; NP_110379	NM_001008897	TCP1	t-complex 1	186980	6	6q25.3-q26
DAP1_3828	11216	NM_007202 ; NP_009133	NM_007202	AKAP10	A kinase (PRKA) anchor protein 10	152430 ; 604694	17	17p11.1
DAP1_3833	8073	XM_001132357 ; XP_001132357 ; XM_001132367 ; XP_001132367 ; XM_001132369 ; XP_001132369 ; XM_001132372 ; XP_001132372 ; XM_001132378 ; XP_001132378 ; NM_080391 ; NP_536316 ; NM_080392 ; NP_536317	XM_001132357	PTP4A2	protein tyrosine phosphatase type IVA, member 2	601584	1	1p35
DAP1_3840	1029	NM_000077 ; NP_000068 ; NM_058195 ; NP_478102 ; NM_058197 ; NP_478104	NM_000077	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	151623 ; 155601 ; 155755 ; 600160 ; 606719	9	9p21
DAP1_3841	79901	NM_024843 ; NP_079119	NM_024843	CYBRD1	cytochrome b reductase 1	605745	2	2q31.1
DAP1_3842	4583	NM_002457 ; NP_002448	NM_002457	MUC2	mucin 2, oligomeric mucus/gel-forming	158370	11	11p15.5
DAP1_3846	5025	NM_002560 ; NP_002551	NM_002560	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	600846	12	12q24.32
DAP1_3856	6903	NM_003192 ; NP_003183	NM_003192	TBCC	tubulin folding cofactor C	602971	6	6pter-p12.1
DAP1_3857	10238	NM_005828 ; NP_005819	NM_005828	WDR68	WD repeat domain 68	605973	17	17q23.3
DAP1_3858	2297	NM_004472 ; NP_004463	NM_004472	FOXD1	forkhead box D1	601091	5	5q12-q13
DAP1_3860	10457	NM_001005340 ; NP_001005340 ; NM_002510 ; NP_002501	NM_001005340	GPNMB	glycoprotein (transmembrane) nmb	604368	7	7p15
DAP1_3865	5630	NM_006262 ; NP_006253	NM_006262	PRPH	peripherin	105400 ; 170710	12	12q12-q13
DAP1_3868	6597	NM_003072 ; NP_003063	NM_003072	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	603254	19	19p13.2
DAP1_3870	539	NM_001697 ; NP_001688	NM_001697	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	600828	21	21q22.1-q22.2 ; 21q22.11
DAP1_3871	7481	NM_004626 ; NP_004617	NM_004626	WNT11	wingless-type MMTV integration site family, member 11	603699	11	11q13.5
DAP1_3877	3489	NM_002178 ; NP_002169	NM_002178	IGFBP6	insulin-like growth factor binding protein 6	146735	12	12q13
DAP1_3878	165215	NM_177454 ; NP_803237	NM_177454	KIAA1946	KIAA1946	NA	2	2q32.1
DAP1_3879	54453	NM_018993 ; NP_061866	NM_018993	RIN2	Ras and Rab interactor 2	610222	20	20p11.22
DAP1_3881	8897	NM_001013676 ; NP_001013698 ; NM_021090 ; NP_066576 ; NM_153050 ; NP_694690 ; NM_153051 ; NP_694691	NM_001013676	MTMR3	myotubularin related protein 3	603558	22	22q12.2
DAP1_3887	590	NM_000055 ; NP_000046	NM_000055	BCHE	butyrylcholinesterase	177400	3	3q26.1-q26.2
DAP1_3888	535	NM_005177 ; NP_005168	NM_005177	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	192130	17	17q21
DAP1_3893	5481	NM_005038 ; NP_005029	NM_005038	PPID	peptidylprolyl isomerase D (cyclophilin D)	601753	4	4q31.3
DAP1_3894	51280	NM_016548 ; NP_057632 ; NM_177937 ; NP_808800	NM_016548	GOLPH2	golgi phosphoprotein 2	606804	9	9q21.33
DAP1_3896	22882	NM_014943 ; NP_055758	NM_014943	ZHX2	zinc fingers and homeoboxes 2	609185	8	8q24.13
DAP1_3901	2730	NM_002061 ; NP_002052	NM_002061	GCLM	glutamate-cysteine ligase, modifier subunit	601176	1	1p22.1
DAP1_3906	6993	NM_006519 ; NP_006510	NM_006519	DYNLT1	dynein, light chain, Tctex-type 1	601554	6	6q25.2-q25.3
DAP1_3908	653	NM_021073 ; NP_066551	NM_021073	BMP5	bone morphogenetic protein 5	112265	6	6p12.1
DAP1_3909	3786	NM_004519 ; NP_004510	NM_004519	KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3	121201 ; 602232	8	8q24
DAP1_3910	8387	NM_003553 ; NP_003544	NM_003553	OR1E1	olfactory receptor, family 1, subfamily E, member 1	NA	17	17p13.3
DAP1_3913	10567	NM_006423 ; NP_006414	NM_006423	RABAC1	Rab acceptor 1 (prenylated)	604925	19	19q13.2
DAP1_3914	2801	NM_004486 ; NP_004477	NM_004486	GOLGA2	golgi autoantigen, golgin subfamily a, 2	602580	9	9q34.11
DAP1_3919	4066	NM_005583 ; NP_005574	NM_005583	LYL1	lymphoblastic leukemia derived sequence 1	151440	19	19p13.2
DAP1_3920	3222	; NM_018953 ; NP_061826 ; NR_003084	NM_018953	HOXC5	homeobox C5	142973	12	12q13.3
DAP1_3922	3198	NM_005522 ; NP_005513 ; NM_153620 ; NP_705873	NM_005522	HOXA1	homeobox A1	142955 ; 601536	7	7p15.3
DAP1_3923	11047	NM_007002 ; NP_008933 ; NM_175573 ; NP_783163	NM_007002	ADRM1	adhesion regulating molecule 1	610650	20	20q13.33
DAP1_3924	1662	NM_004398 ; NP_004389	NM_004398	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	601235	11	11q22-q23
DAP1_3926	9700	NM_012291 ; NP_036423	NM_012291	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	604143	12	12q
DAP1_3927	10969	NM_006824 ; NP_006815	NM_006824	EBNA1BP2	EBNA1 binding protein 2	NA	1	1p35-p33
DAP1_3929	10598	NM_012111 ; NP_036243	NM_012111	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	608466	14	14q24
DAP1_3930	23198	NM_014614 ; NP_055429	NM_014614	PSME4	proteasome (prosome, macropain) activator subunit 4	607705	2	2p16.2
DAP1_3931	9939	NM_005105 ; NP_005096	NM_005105	RBM8A	RNA binding motif protein 8A	605313	1	1q12
DAP1_3933	5608	NM_002758 ; NP_002749	NM_002758	MAP2K6	mitogen-activated protein kinase kinase 6	601254	17	17q24.3
DAP1_3934	8809	NM_003855 ; NP_003846	NM_003855	IL18R1	interleukin 18 receptor 1	604494	2	2q12
DAP1_3936	4598	NM_000431 ; NP_000422	NM_000431	MVK	mevalonate kinase (mevalonic aciduria)	251170 ; 260920	12	12q24
DAP1_3937	729	NM_000065 ; NP_000056	NM_000065	C6	complement component 6	217050	5	5p13
DAP1_3938	649	NM_001199 ; NP_001190 ; NM_006128 ; NP_006119 ; NM_006129 ; NP_006120	NM_001199	BMP1	bone morphogenetic protein 1	112264	8	8p21
DAP1_3941	5318	NM_001005242 ; NP_001005242 ; NM_004572 ; NP_004563	NM_001005242	PKP2	plakophilin 2	602861 ; 609040	12	12p11
DAP1_3942	5862	NM_002865 ; NP_002856	NM_002865	RAB2A	RAB2A, member RAS oncogene family	179509	8	8q12.1
DAP1_3947	6275	NM_002961 ; NP_002952 ; NM_019554 ; NP_062427	NM_002961	S100A4	S100 calcium binding protein A4	114210	1	1q21
DAP1_3958	8092	NM_006982 ; NP_008913	NM_006982	CART1	cartilage paired-class homeoprotein 1	601527	12	12q21.3-q22
DAP1_3962	9647	NM_014634 ; NP_055449	NM_014634	PPM1F	protein phosphatase 1F (PP2C domain containing)	NA	22	22q11.22
DAP1_3963	1469	; NM_001898 ; NP_001889	NM_001898	CST1	cystatin SN	123855	20	20p11.21
DAP1_3965	988	NM_001253 ; NP_001244	NM_001253	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	602868	6	6p21
DAP1_3968	2523	NM_000148 ; NP_000139	NM_000148	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	211100	19	19q13.3
DAP1_3970	3543	NM_020070 ; NP_064455 ; NM_152855 ; NP_690594	NM_020070	IGLL1	immunoglobulin lambda-like polypeptide 1	146770 ; 601495	22	22q11.23
DAP1_3972	9517	NM_004863 ; NP_004854	NM_004863	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	605713	14	14q24.3-q31
DAP1_3975	914	NM_001767 ; NP_001758	NM_001767	CD2	CD2 molecule	186990	1	1p13
DAP1_3977	1822	NM_001007026 ; NP_001007027 ; NM_001940 ; NP_001931	NM_001007026	ATN1	atrophin 1	125370 ; 607462	12	12p13.31
DAP1_3979	5771	NM_002828 ; NP_002819 ; NM_080422 ; NP_536347 ; NM_080423 ; NP_536348	NM_002828	PTPN2	protein tyrosine phosphatase, non-receptor type 2	176887	18	18p11.3-p11.2
DAP1_3980	7328	NM_003344 ; NP_003335 ; NM_182697 ; NP_874356	NM_003344	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	601082	7	7q32
DAP1_3981	7508	NM_004628 ; NP_004619	NM_004628	XPC	xeroderma pigmentosum, complementation group C	278720	3	3p25
DAP1_3985	23461	NM_018672 ; NP_061142 ; NM_172232 ; NP_758424	NM_018672	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	NA	17	17q24.3
DAP1_3986	2584	NM_000154 ; NP_000145	NM_000154	GALK1	galactokinase 1	230200 ; 604313	17	17q24
DAP1_3987	9710	NM_014686 ; NP_055501	NM_014686	KIAA0355	KIAA0355	NA	19	19q13.11
DAP1_3988	56944	NM_020190 ; NP_064575	NM_020190	OLFML3	olfactomedin-like 3	610088	1	1p13.2
DAP1_3990	22929	NM_012247 ; NP_036379	NM_012247	SEPHS1	selenophosphate synthetase 1	600902	10	10p14
DAP1_3992	3859	NM_000223 ; NP_000214	NM_000223	KRT12	keratin 12 (Meesmann corneal dystrophy)	122100 ; 601687	17	17q12
DAP1_3995	2230	NM_004109 ; NP_004100	NM_004109	FDX1	ferredoxin 1	103260	11	11q22
DAP1_3996	11202	NM_007196 ; NP_009127 ; NM_144505 ; NP_653088 ; NM_144506 ; NP_653089 ; NM_144507 ; NP_653090	NM_007196	KLK8	kallikrein-related peptidase 8	605644	19	19q13.3-q13.4
DAP1_4000	4701	NM_005001 ; NP_004992	NM_005001	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	602139	19	19p13.2
DAP1_4002	891	NM_031966 ; NP_114172	NM_031966	CCNB1	cyclin B1	123836	5	5q12
DAP1_4004	2043	NM_004438 ; NP_004429	NM_004438	EPHA4	EPH receptor A4	602188	2	2q36.1
DAP1_4005	5801	NM_002849 ; NP_002840 ; NM_130846 ; NP_570897	NM_002849	PTPRR	protein tyrosine phosphatase, receptor type, R	602853	12	12q15
DAP1_4008	212	NM_000032 ; NP_000023 ; NM_001037967 ; NP_001033056 ; NM_001037968 ; NP_001033057 ; NM_001037969 ; NP_001033058	NM_000032	ALAS2	aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)	301300	X	Xp11.21
